rating,title,text,asin,parent_asin
1.0,Flimsy pieces of paper,product piece paper please waste money,B071NZVK99,B0BPF9BLN1
1.0,Disappointed,really cheap material hard put disappointed,B07XVSCS3C,B0B6ST816W
1.0,Uggggg,pay upgrade silver wear scratch already,B015NSJ11W,B015NSJ11W
1.0,Poor Quality and Horrible service,horrible poor quality waste money little girlboy heart,B016B0O0F8,B016B0O0F8
1.0,Don’t waste your money!!!,videoid d883fb5ad5bf8894e5a708ed0ec20959 well starter buy new home get rain ruin even though dry still look wet shed like cat mange two thumb thing,B07Y7KLCH6,B07Y7KLCH6
1.0,Craftsmanship,open box crystal already fall moon disappointing,B01M4KL88J,B01M4KL88J
1.0,Horrible,follow video instruction put bent pull nostril look cheap painful remove waste money,B09PMGXHFR,B0C6FBKC3R
1.0,Not for Sensitive Ears,hope would fine cute dainty definitely nickel sensitive ear could leave one day immediately give allergic reaction,B098F6BQYP,B098F7TT5S
1.0,Semi-false advertisement,really excited another piece artist currently aquamarine stone advertise reason one star review receive stone advertise return product see beautiful green translucent stone receive something different provide picture attach,B07HCQJYYV,B07PH13TR1
1.0,Nose ring 24 G,way small hard use,B07XVSCS3C,B0B6ST816W
1.0,You get what you pay for.,want son name top date underside bracelet lettering top center look really cheap,B015DTI1OY,B015DTI1OY
1.0,Don’t waste your money,cheap plastic back bend make impossible wear,B07C2HTBVZ,B094HLF73B
1.0,Picturrs,print paper waste money,B07D645HM4,B07D645HM4
1.0,Future customers beware..,expect price product unfortunately quality good week product either stop work completely hold charge light disappointed product reccomend unless plan throw away short,B07R114HCF,B07R114HCF
1.0,Not worth your money,product fit come rip accurate could adjust overall bad,B07N47SFD4,B093C8C4J2
1.0,"No welding hardware included, Bendy and flimsy",terrible quality make super thin metal bend slight touch mount hardware include include instruction mount edge sand finish way look like something kid make shop class get c minus absolutely worth money buy three family matching set race medal worthless,B07N1WNBB3,B07N1WNBB3
1.0,"These masks STINK......literally, they smell bad....I'm sorry I can't give them ZERO stars",put one mask soon arrive see fit general check first thing notice smell might cheap dye cheap fabric number thing wash mask hand tepid water gentle soap let air dry completely lose shape shrink wrinkle still smell awful go bag rag,B08JJD5D4Z,B08JJD5D4Z
1.0,NOT hibiscus.,search web image hibiscus see flower look like,B07CG9N3HX,B09ZVB8GVB
1.0,Cheap necklace,awful cheaply make waste money,B08Q4K7VNG,B08Q4K7VNG
1.0,Heavy/bulky,bulky heavy stay right pull shirt,B08X7HRZVY,B08X7HRZVY
1.0,TINY! Nothing like the picture of the lady holding the sign,buy hang daughter crib tiny pathetic price pay something small fragile break take box yes read instruction take glue also bend credit card use remove buy waste money,B07FTL16K3,B07FTL16K3
1.0,SO TINY,sister collect pear think would cute son give tiny like size quarter think image could display without lose overwhelm would love much large though,B015OTURE0,B015OTURE0
1.0,Beautiful design but not usable,order new mailbox come time however easy use mess script easy put mailbox contact seller ask refund new item response friendly kind helpful ask replacement discount throw away happy waste,B01M0LWT98,B01M0LWT98
1.0,Nope.,earring even close easy put painful,B07YF1MFR3,B0B71ZLFLV
1.0,Very cheap looking,cheap look return,B07KFF1M6L,B07KFF1M6L
1.0,Too small. Can't read it,suppose fit mother day gift child day gift even read name sorry make purchase disappointed,B019TQUGM2,B019TQUGM2
1.0,It’s just a photo copy,think poster joke print picture,B08LQTB7C9,B08LQTB7C9
1.0,Product tarnished quickly,product tarnish week,B015JTXR1K,B015JTXR1K
1.0,One Star,worst decal ever even stick wall min application save dollar,B016CEAEMG,B016CEAEMG
1.0,Not worth the money. Cute but design flaw,concept super cute lay right neck get three initial birthstone look clunky see initial stone well good design,B08Q4K7VNG,B08Q4K7VNG
1.0,Waste of $$$,small expect flimsy,B0822RPRVM,B0B6SW7BNP
1.0,Bad smell,bad make hate morning buy repeat buy,B01MRZSEEQ,B01MRZSEEQ
1.0,OH MY GOD,believe pay much awful hoop think exactly want tarnish ear also cause tiny bump white head top absolutely angry beware,B098F62516,B098F7TT5S
1.0,"Misleading, NO FRAME",mislead look like come frame pay something could print online buy frame use guy,B08HDQMHFB,B08HDQMHFB
1.0,Not worth it,pretty would recommend fully close pinche skin,B081ZGWQC5,B095CBCHVS
1.0,Odor,wedding topper stunk try wash break buy,B07H5T2QH6,B07H5T2QH6
1.0,Looks cheap,fast delivery send back look nothing like picture,B07NP52Y1F,B07NP52Y1F
1.0,Cheap looking,look really cheap return definitely worth hundred dollar,B07XT1T8CK,B0C57BRWBY
1.0,Stone fell out before I could put in my ear ear,quality poor,B0999PGYRG,B099KW6S1C
1.0,Easily falls out,really disappointed love way look comfortable wear clasp bad feel ear lose forever day pretty annoying,B087BG85WC,B0B2JQYG1V
1.0,"Not what I expected, not what the picture shows",get picture show,B01KQXCWZG,B0BD2MHZHW
1.0,Don’t buy from this seller,scent tube oil seller rude recommend buy want tube oil money contact,B08MTB8PVV,B08MTB8PVV
1.0,What a letdown!,look like awesome bracelet however guy big hand picture say send back,B09ZTXYYDB,B09ZTXYYDB
1.0,Stinks,wierd chemical scent like leather throw away,B077PWF6MW,B077PWF6MW
1.0,Dont waste your money!! Cheap doesnt stay on!!,buycheap throw away joke,B07Z28GQVQ,B0B71PDRPK
1.0,Writing on the 11 X14 is so small ------,need electron microscope read anything map map would well size big maybe x would give shot read anything,B07C3K4SC4,B0BMQTD14T
1.0,Not shaped right,even look like stocking way hang mantle arrive christmas month ship,B07XJLKVQ7,B07XJLKVQ7
1.0,I should have chosen a different company,product horrible expect quality job hat logo small look rush expect leather patch look well dark cheap look want love hat look basic cheap,B09Y669MHJ,B0BTTZ7YY5
1.0,Will not fit all,average sized man wrist snug point uncomfortable seller specific size,B07NP52Y1F,B07NP52Y1F
1.0,Poor display,wipe mailbox put next day rain area underneath white know else could differently,B07K7T1G72,B07K7T1G72
1.0,DO NOT ORDER,price pure rip literally like 8x10 print picture photo paper horrible star,B09HN1G2F4,B0C5B4JLRW
1.0,Way too long to get,keychain take way long get low quality 3d print,B08J5K9B4M,B08J5K9B4M
1.0,I wanted to like it,think pendant go octagonal square flat side flash look cheap sorry buy could find one like street flea market nyc,B07NTVVY36,B0C3ML9T7F
1.0,Measure and then order appropriately…,nothing issue item since buy measure accord size dog big use wood start split contact owner issue refund item fall apart three week regret purchase much,B092SYCSNL,B092SXJCZC
1.0,It's not that I don't like the decal but we had some trouble with it ...,like decal trouble try contact seller receive reply,B01AYWT54A,B01AYWT54A
1.0,Scent,scent must receive batch oil forget,B07CTB2P4G,B07CTB2P4G
1.0,Good quality,good quality price,B07ZS2JN9T,B07ZS2JN9T
1.0,Don’t waste your money!,poorly make edge rough clean cut deliver bag bent receive,B07SZ9VCFJ,B07SZ9VCFJ
1.0,Not what I expected!,small basically rectangular chuck resin cute wear end hang rear view mirror car easy send back,B07NTVVY36,B0C3ML9T7F
1.0,Very cheap product,product super cheapripoff,B07C4PLJN3,B07C4PLJN3
1.0,Small and not worth the money you spend on it.,think would,B015X3LY26,B015X3LY26
1.0,Doesn’t last would not buy or recommend.,necklace huge let would recommend order last day wear even follow care guide,B06VVJ35JK,B06VVJ35JK
1.0,"Smells good, but allergic to it",smell good like christmas tree unfortunately allergic wake super puffy eye place near artificial christmas tree sensitive scent would definitely recommend throw away day,B07ZT6FZY5,B09J3FPTDV
1.0,Do it your self,disappoint name soo small literally sticker peel yeah last long think feel like buy tumbler sticker worth buy,B07NZZ21MX,B07NZZ21MX
1.0,Five Stars,love speak soon day color tag start scratch sadly,B073ZKM5ZY,B073ZKM5ZY
1.0,Absolute Nightmare,husband buy would like preface say label brass definitely include small amount nickel one afternoon wear ear swollen hot touch need go urgent care take become severely infect left pierce close pure brass form nickel allergy safe shame seller honestly,B01KUF7NEA,B09SKC95GK
1.0,I am very disappointed.,worth price cute design even come frame could print,B071NZVK99,B0BPF9BLN1
1.0,Not sized properly!,fabric monogram fine apron three inch narrow less suppose additionally loop head small make child head second apron picture loop gigantic head also narrow say would send back faulty amazon credit account would afraid order anything else company make,B018V0ZBI6,B018V0ZBI6
1.0,"Not snug, but the struggle to get it on is real",standard size rough edge struggle get snug,B07XVSCS3C,B0B6ST816W
1.0,Poor  quality,poor quality nerf yo sell anyone,B07N481TV8,B093C8C4J2
1.0,Cheap and poor quality,look like something would get gum machine absolutely miss mark idea high rating gem scratch look like crafter glue uneven back even scratch damage ship quality product rarely go way bad review everyone deserve hustle whoever manufacture make fortune junk,B0BW3ZBMCL,B0BW48X8ZX
1.0,I couldn’t find the tutorial video it was talking about,product difficult like like support small business perhaps different one,B09PMF83RW,B0C6FBKC3R
1.0,Too small for anyone to wear. Couldn’t even see the stones.,send back,B08CBH83X9,B0B2JQYG1V
1.0,Bad smell,smell nothing like cherry smell bad explain smell disappointed,B0881C32XY,B0881C32XY
1.0,Arrived tarnished already,arrive tarnish go straight garbage,B08LV1PZF4,B09F3H1SQT
1.0,Bad quality,buy twice break easily recommend,B078ZV1W5G,B0BN8T9NSF
1.0,Teeny tiny bit like picture. Finish was shiny not matte gold,ridiculously tiny,B071Y38BWV,B071Y38BWV
1.0,One Star,way flimsy sturdy also big normal lobe pierce,B01CO9OY8S,B01CO9OY8S
1.0,Super small,lot small expect writing bold either impressed overall,B096G34R6P,B09GK2JJDZ
1.0,Not as advertised.,displeased advertise,B07C4PLJN3,B07C4PLJN3
1.0,Not happy,heavy adhesive soon adhesive fail fall break,B07Z47DKJT,B07Z47DKJT
1.0,Adorable design but nearly impossible to get a clean imprint.,want love think would perfect small egg business good stamping several dozen try get couple actually look like order ink pad go ink smear permanent food grade ink need stamp egg purchase proper ink craft store could never get imprint come nicely give stamp carton instead would recommend egg,B08WKLSKB3,B08WKLSKB3
1.0,Not impressed,band secure fitbit fromcome however material use secure overlap right sensor fitbit work,B076136FYY,B076136FYY
1.0,Didn’t receive her necklace,completely receive wrong item,B076566WZP,B076566WZP
1.0,Junk!,necklace break first time daughter put,B078PTVYXV,B078PTVYXV
1.0,Very disappointed,look like come bubblegum machine disappointed product look picture look engrave believe stamp barely see name receive quickly see,B01N5SVHUU,B01N5SVHUU
1.0,Complete junk!,complete garbage clasp never work,B087BG85WC,B0B2JQYG1V
1.0,Doesn’t fit,beautiful product would keep watch tight wrist end return,B0BJ1DXCM2,B0BJ1DDL45
1.0,Flimsy,metal week extremely malleable make easy snap curve,B09CYJ45HY,B09TSHG1Q4
1.0,Pretty but constructed poorly and arrived broken,order three clasp company one rose petal prettiest construction design flawed arrive break spend hour strong eye glass pair plier try put together force mar surface rose order get grip tiny ring loop need attach order clasp usable clasp put together sure fall apart say construction design flawed hate give negative review feel owe customer save hassle disappointment experience,B075CS4JCK,B075CS4JCK
1.0,Should’ve been better packaged,receive item today n package small n side bent kind embarrassed give birthday gift try n bend side n still look bad,B08PVMMJX3,B0BNPB4CWL
1.0,Broke and didn’t stay put in ear. ;(,beautiful stay slip pinch tight stay position little first time go put earring back break half soft foam piece still confused break easy put earand hold position would exactly want disappointed concept ideal,B01NAYBY1S,B01NAYBY1S
1.0,Poor quality,turn first use good quality,B015HVACEA,B015HVACEA
1.0,False advertising!,picture show large quite small sure read dimention order otherwise good product,B081732LNJ,B081732LNJ
1.0,Size not worth the cost.,sample size product size would find hotel room worth cost buy mom birthday disappointed,B073WKWDCZ,B073WKWDCZ
1.0,Everything is fake,silver real silver possibly plate doubt emerald fake glass even polished look real probably cost someone make,B09DCPZPQ5,B09DCPZPQ5
1.0,Too big.,appear photo return,B07W85WS73,B07KK1HMCT
1.0,Too fragile,receive mine today excited put happen know cheap break first day,B0B99SP631,B0B93C63VB
1.0,It's only a mask in looks - no protection. I should have known better.,star sheerness sheer star light weightness light weight star comfort well mask get star one star overall rating sheer fabric lightweight really offer protection mask look know well,B08PTW6922,B08PTW6922
1.0,too small,would never buy know child nose,B07FL79Q1M,B07FL79Q1M
1.0,DO NOT WASTE YOUR TIME OR MONEY,want let know stick wall pull back paper put sticker wall rub credit card let sit 24hrs pull sticky paper wall letter come hold letter star unicorn pull sticky paper wall headache letter daughter name tear apart see photo g n look funny happy daughter happy disappointment waste money,B01LZZRPH8,B01LZZRPH8
1.0,don't buy these - waste!,ridiculous waste money od nt buy even suitale child doll wear total disappointment small order two pair seller could even find second pair put package need magnifier see,B01CO9OY8S,B01CO9OY8S
1.0,Disappointed.,although read review good receive plastic light weight could probably purchase discount store return also another piece plastic claim gift waste money,B07NTVVY36,B0C3ML9T7F
1.0,Dog color,clasp seem secure also collar wide small dog neck,B08HPQHQ98,B08HPQHQ98
1.0,Would not recommend,sharp metal get stuck ring rotate thick make skin sore around piercing almost fit standard pierce hole metal hard difficult manipulate well,B081N87FLK,B095CBCHVS
1.0,Not leather and has an orange color to it,disappointed really want like bag soon box open could tell color brown leather almost orangey also leather seem poor quality immediately return,B09G5ZFVVK,B09G5ZFVVK
1.0,Too much $ for green skin!,love receive however even week later green line around neck chain want put charm different chain come without take chain apart break,B015JTXR1K,B015JTXR1K
1.0,GOT NAME WRONG AMD WOULDNT RETURN!!!!,suppose wife first bear saturday think would cute dog get say love cleo rory correspondence order accept number character fine change make work turn say rory poor quality look like child scratch well yet return refund issue even though error absolutely disgusting,B015NSJ11W,B015NSJ11W
1.0,Rip off!..,come jar pack properly see instruction nothing waste money,B07R114HCF,B07R114HCF
1.0,Just earring blanks,save money buy earre blank earre finding seem like blank likely purchase bulk repackage resold drastic markup,B01F6U91M6,B09FP3WKNB
1.0,too small,good quality super small letter size picture,B07Z9M6D37,B07Z9M6D37
1.0,Not worth $1,small earring small tiny baby guarantee gold plate return much trouble never bute anything 5his company,B07VBPNZS1,B096R5QZHV
1.0,Didn't like very much,nothing expect fit cartilage pierce,B07YY6HQXF,B0B71PDRPK
1.0,Awful!,deliver aug photo take sept matter week look like year old mat print fade terribly shabby look embarrassed send client housewarming gift,B07Y7KLCH6,B07Y7KLCH6
1.0,Dainty but easy to break,really love necklace bead string string break return wish string flimsy,B01LX8OFNL,B01LX8OFNL
1.0,Not as advertised.,basically pine box stain color choose craftsmanship lobby husband could build cost wood stain 1x6 pine board glue together idea craftsmanship,B01BAULTNU,B01BAULTNU
1.0,"It does not work correctly, the sticker does not last",work correctly sticker last,B07MBQ1M5D,B07MBQ1M5D
1.0,Way too loose,yes lightweight far big loose meaning hang chin comically end inhale mouthful fabric,B08PTW6922,B08PTW6922
1.0,Not as expected,product piece card stock paper four word need cut apart place something big like picture,B077CT6LNT,B077CT6LNT
1.0,Poorly made,break try open put go trash waste money time,B08K3C5G64,B093C8T271
1.0,Uncomfortable,cheap hurt put,B08RHDDRG3,B08YXLLM7R
1.0,BUMMED!,husband disappoint item pack away use currently,B071VDNMW1,B0C6QYHTD5
1.0,Not worth it,stone fall less week,B06VVJ35JK,B06VVJ35JK
1.0,Not recommend,product big look crook,B018OJP0OO,B018OJP0OO
1.0,Five Stars,take minute install def way strong original update change rating see pic drive jeep weekend much use,B075KMV7SF,B075KMV7SF
1.0,Don’t waste your money,would give could necklace come knot unusable waste money necklace break day,B015JTXR1K,B015JTXR1K
1.0,Beads are plastic. Not worth the price.,plastic bead worth price,B07Q8G46CV,B07Q8G46CV
1.0,Completely NOT what the description said and almost a month late.,disappointed purchase suppose distress wood piece wood paint pure white word stencil go description receive order october 16th almost month late quality horrible money refund,B078C4TD6W,B078C4TD6W
1.0,This was meant to be a gift for my daughter who’s a Nurse. Not gift able.,real cheap bag worth pleased,B07DW9MDBJ,B07DW9MDBJ
1.0,Hard to Wear,send earring back loop way ear somewhat traumatic tissue,B07ZST9MKR,B0BCPGYW1L
1.0,Too small to hold fabric,clamp small hold fabric,B075CS4JCK,B075CS4JCK
1.0,Not what you think,beware get print mylar sleeve frame like product image even user submit image feeling review product might fake imagine review one surprised come frame like item picture,B01B12PFZA,B01B12PFZA
1.0,"Write ""s"" at the end.",edit pretty rug sadly last long week continue use name almost completely fade would recommend would nice know end need add customize get automatically add make apparently need add customize,B07Y7KLCH6,B07Y7KLCH6
1.0,"It's a cone, not a ring",like product ring cone make coin,B016FXMENQ,B016FXMENQ
1.0,Print didn’t stick,name within week,B07RD414P4,B07RD414P4
1.0,Wrong ornament,order engaged ornament receive married ornament frustrating,B076QJJ2DY,B076QJJ2DY
1.0,It could had been made better.,dislike chain cheap,B08GLN9C5Z,B08GLN9C5Z
1.0,My son bought three of these different pictures,disappoint think print real dictionary paper inkjet print think least block print,B015NR8I1W,B0BN4DZJ3K
1.0,Poor quality,poor quality price,B076HRRQLB,B076HRRQLB
1.0,An appliance repair nightmare.,love god buy sake future issue appliance repairman nightmare way service either machine unless remove pedestal way remove even put first place require specialized tool like table jack appliance guy simply refuse work remove guy go charge arm leg put unit serviceable state legit charge cost minimum ask trouble place appliance item trust appliance repair person would break table jack job charge less get climb stair wit,B08WK3Z9Y6,B08WK3Z9Y6
1.0,Not worth the money,product worth money eapeciallly christmas gift could give star would pathetic,B07N7TYGYV,B09W9NK5TN
1.0,Trash,buy little keepsake mom start chemo next week mine break put thread actual metallic little heart disappointing know cheap expect forever jewelry think would least get wear first treatment,B07PSDHPRB,B07PSDHPRB
1.0,Didn't work for me,story similar another poster skin cancer remove doctor get one nose want huge scar try month work maybe little little little late mild product use curaderm,B07MVK66FN,B07MVK66FN
1.0,Nope.,fit great tarnish one week,B015LAWJRA,B015LAWJRA
1.0,Can not recommend. Broke the first time I put them on,ball come metal post first time try wear,B0961MW53X,B0BGYPNMTY
1.0,Not what is pictured,buy gift picture afraid rebuy want another black one,B07NTVVY36,B0C3ML9T7F
1.0,Cheap Junk,much small expect well child adult back fall first wear even package nicely wrap see thru plastic cheap junk buy,B07NHSNGR8,B0BTW57418
1.0,THIS IS SO OFFENSIVE! DO NOT BUY!,many people struggle thing every day plethora medical condition almost chronic illness adhd autism make thing extraordinarily difficult frame require effort flat incorrect profoundly dismissive challenge many people basically sign show profound lack judgment display something offensive shocking lack empathy understand many people struggle thing due disable illness control people say great motivate team tell people struggle real motivate shame thing may well control shame actually undermine performance people say would post workplace likely drive away customer employee mention basically advertise someone provide accommodation disability know would walk right door business offensive ableist sign like display would work office would buy productsservice alone plenty commenter similarly find extremely offensive yike yike please well,B07YQD28T8,B07YQD28T8
1.0,DO NOT BUY THIS,bad mistake ever extremely painful take entire time wear also torture tip sharp hurt day long imagine something dig skin day buy unless rough nose,B09PMF1H3P,B0C6FBKC3R
1.0,It came pretty fast however quality is better than a speedy delivery!!!!!!,follow direction way however decal stick put tape back unicorn especially need tape make stay would return still may daughter love nonetheless would buy product ever especially since spend high amount need really big bed totally dissatisfied product receive different name decal another company great problem,B07D4RJ36F,B07D4RJ36F
1.0,Turned in less than 2 weeks.,shocked small ring stack turn disappointed buy,B07GRLDHJH,B09DK2YGPF
1.0,Don't buy - scratches stainless steel!,new dishwasher dozen scratch magnet every time turn scratch,B08W88VL3M,B08W88VL3M
1.0,Not so comfortable,purchase triple protection bracelet unfortunately say impressed product bracelet stylish attractive find tight around wrist make uncomfortable wear extended period time bead bracelet string tightly together mean little give bracelet try put take find struggle get bracelet hand onto wrist feel snug constrict addition discomfort also notice real benefit wear bracelet product claim provide triple protection negative energy feel significant difference mood energy level wear overall would recommend triple protection bracelet look nice might work well someone small wrist tight fit lack noticeable benefit make worth investment look bracelet provide actual benefit comfortable wear would recommend look elsewhere,B07NP52Y1F,B07NP52Y1F
1.0,Underwhelming,husband tennis pro always look gift please taste think tennis print might interesting fact piece print paper hardly good birthday gift,B06XG9RD62,B0BL87H3Y3
1.0,Just a printed sheet.,literally print pierce gloss paper standard printer absolutely waste money,B08HDQMHFB,B08HDQMHFB
1.0,So disappointed! Not the right months!,come may may 2018it order august may june expand page order due start new job day send back need calendar sort,B01KE1CQGA,B08NCDW18Q
1.0,Smells like toilet bowl cleaner,smell like toilet bowl clean,B079DC936B,B079DC936B
1.0,Name Plate too little,name plate area much small original photo display could even easily read name without magnify glass result able actually see product purchase would purchase product,B01N5SVHUU,B01N5SVHUU
1.0,Clown,nothing write picture say,B08W3WZ6FP,B08W3WZ6FP
1.0,Fake,soooo fake print black pattern bead,B07Q8G46CV,B07Q8G46CV
1.0,"Wrong, toxic",really horrible mental health toxic positivity detrimental untrue use word talent wrong receive round robin gift exchange try repurpose something else show wording like toxic positivity go please give anyone gift,B07YQD28T8,B07YQD28T8
1.0,Misleading,like quote dislike actual size deliver purchase detail misleading true item grossly price,B08K1G4HH3,B0C4VWNDMT
1.0,No scent,scent open container wax put warm heat smell disappointed scent money spend,B074YN5MZS,B074YN5MZS
1.0,Not worth the money,pretty adhesive suck fall even 24hrs later worth money,B07M7PFZXV,B07M7PFZXV
1.0,Color fades in the stone,color fade stone even get wear yet sit necklace holder,B01MDPNVJV,B0BFJWQ4YX
1.0,Purchase was too small for my stove,make sure right measurement pay extra large size still fit stove say return item please sure measurement,B09231HQ94,B09231HQ94
1.0,Don't fall for this,nice although point north accurately engraving stellar compass function gift seller return message piece junk would like refund,B07FTS3PHP,B07FTS3PHP
1.0,DO NOT WASTE YOUR MONEY,buy gold color fade day waste money,B015YI5I40,B015YI5I40
1.0,Soap.,smell like soap spearmint euculyptus soap lot soap one hundred percent honest smell identical stainless steel different color exact soap smell,B07FY3DV6J,B07FY3DV6J
1.0,It’s turning my wrist blue,like fact blue wear onto wrist use turn blue get bead wear,B08HX3G6BF,B0BTYF6YMG
1.0,Disappointed,purchase ruby necklace soon open box large chunk ruby break fall birthday gift understand raw stone break shame need hurry find something else birthday gift,B07STHG8MP,B0C7DLYPHR
1.0,Not happy with seller product quality nice,problem order contact seller immediately contact seller three time without response two month let return product product good quality embroidery never deal seller,B08Z4BFNH7,B08Z4BFNH7
1.0,"Ordered 32, Half Failed in 3 months",order lantern slowly fail advertise last charge start fail around month mark continue break fail time month half fail choose buy count charge advertisement mislead amazon help process return outside return window despite misadvertisement faulty product seller nonresponsive seller would like change review please respond request replacement refund,B07R114HCF,B07R114HCF
1.0,Placebo effect,try lot different mask due sensory issue make difficult find one work one less breathable basic cotton mask people say breathable get major placebo effect rebel whatever think rebel like mask would recommend buy basic cotton one instead way amount breathability also little effective protect around cotton also feel nice face cheesecloth terrible soft material,B08PTW6922,B08PTW6922
1.0,One wash,one wash lettering come waste money,B08TRPXHLT,B08TRPXHLT
1.0,cheap,cheap make nose turn red,B07W9H814Q,B08YXLLM7R
1.0,Not worth it! Waste of money,horrible cheap,B07CZ7MJZD,B07CZ7MJZD
1.0,It was so bad I hate it you should bye it it is wonderful,good thing ever hate love much gong sell ebay nothing buck,B08NX5PKXJ,B0BHDJ1B1Q
1.0,Cheap necklace,necklace break week later cheap buy,B016061P06,B016061P06
1.0,Way way to big,ear cuff ridiculously sized stay well bit price,B0178HXZUY,B0178HXZUY
1.0,Thumbs Down,purchase 11mon completely tarnish bathe allow sleep know happen come package beautifully cute dainty,B0793GDZP3,B0793GDZP3
1.0,Pretty Disappointed!@#$%&,buy item wife birthday love idea displeased quality frame laminate make look like wood frame glass hide paper print picture little steep small picture size would look size quality look feel cheap great idea fail quality husband fail deliver one,B07MCDWMG3,B07MCDWMG3
1.0,Do not buy:(,awful jewelry could even put metal claim awful body jewelry get use return buy,B07W8CXD7G,B08YXLLM7R
1.0,Where's the Comma?,would make adorable gift would buy properly punctuate,B08JCMF2G4,B0BZ447XNN
1.0,Took forever to arrive and is made so cheaply! Do not fall for this scheme,first name sticker take forever deliver lid crack first hand wash try use second time pull lid half lid come half still stick cup cheap cup worth penny money,B07HNR2X3G,B07HNR2X3G
1.0,You can’t read the phone number,printing small metal shiny see number,B096G34R6P,B09GK2JJDZ
1.0,Poor quality,majority alphabet bent order uppercase letter receive low,B0766358ZQ,B0766358ZQ
1.0,Cheap and broke,receive mail open one earring stem bent back one slip hold make bad pay ship back dissappointed,B07BD25GDQ,B0BFJXM2LY
1.0,Not good it turn green on my granddaughter wrist bad quality,turn green couple day,B015NSJ11W,B015NSJ11W
1.0,Years usually begin in January and end in December-not so with this calendar!!,look like might nice quality paper except one problem first month calendar april last month calendar june would january new year order calendar start month ago quality control issue kind error oh yeah also day late arrive ughstarte return within minute item arrive go staple back leg problem prefer home delivery,B06XY4VDXR,B08NCDW18Q
1.0,Plastic,cheap plastic expect would pay quarter,B07NTVVY36,B0C3ML9T7F
1.0,Poor quality & overpriced,super unimpressed consider price love thin fabric mask huge make super uncomfortable wear seem cheaply make wish realize buy,B08PTW6922,B08PTW6922
1.0,Junk,first one chain turn black day break chain receive replacement,B01NB1X0GY,B0BPN216CP
1.0,Description is not accurate,nose ring hardly adjustable gigantic,B07W6NGNQ6,B0B6ST816W
1.0,Computer printout,expensive poster nothing disappointed save money staple fraction price,B085X2RXMD,B085X2RXMD
1.0,It's not a full 8oz as it says it is,bottle full way top look like gas use already full oz,B07GX1JKNB,B09CV94TS7
1.0,Didn't appear as advertised. The hanger was of low ...,appear advertise hanger low quality poorly stain wood wording center partially legible spend almost hanger use,B0722MSTQP,B0722MSTQP
1.0,poster. Not diamond art,put diamond art category poster mislead,B08K1G4HH3,B0C4VWNDMT
1.0,So flimsy.,flimsy lose within minute house yet find tiny well,B015NSJ11W,B015NSJ11W
1.0,Not as nice as in picture,length necklace much short picture,B077QHFFYC,B0BCKTYDDV
1.0,Scratches easily/ letters peeled off,love design feel sturdy enough consider take really good care get deep scratch first couple day sadalso letter peel week,B07RD414P4,B07RD414P4
1.0,For a child....,small would fit child wrist could even fasten would return forget past day,B06XCH2NW7,B0BLCJLZJL
1.0,Broken,break second time wear disappointed,B07SJX7XGG,B07SJX7XGG
1.0,TARNISHED!,beloved dog name paw print engrave love receive week chain part turn dark gray turn neck graygreen mad irritatedwill return sure,B0162IDN8E,B0162IDN8E
1.0,This wallet is horrible,buy father day gift husband put stuff inside realize ink smear one day use wallet already wrinkle like old,B09RVFCKK7,B09RVFCKK7
1.0,All I got was an empty box,really excited give wife st valentine day open box completely empty,B08NW1HNG2,B09RX3HSQZ
1.0,Not happy at all all the letters came off the shirts when they got wet,buy different name tshirt name come first washing happy product,B084L7PP35,B084L7PP35
1.0,The lettering was very poor quality.,lettering small hardly read jaylee inscribe know say jaylee would difficult time read,B0793GDZP3,B0793GDZP3
1.0,Very bad product,break first time wear,B073WHHY84,B073WHHY84
1.0,Very Small,leery base review sadly correct ring entirely small sized infant,B077CWRBQZ,B0C2QKHH1Q
1.0,Poor quality,break second wear,B09619JGCS,B0BGYPNMTY
1.0,I wore it for 1 day and got shocked the entire day.,wear day get shock entire day,B08GPJ1MSN,B08GPJ1MSN
1.0,Won’t charge.,leave sun long time hour charge,B09FKQ936M,B09FKQ936M
1.0,Discolored in a week.,discolor week stay close disappointed,B07TBVZB71,B096R5QZHV
1.0,Much smaller than looks,much small look,B0754C8TQ9,B0C9FQJS34
1.0,False Advertising,band sterle silver rather plastic like material fake stamp unlike sterling silver ever purchase tell ring beautiful authentic picture portray rather look like costume jewelry disappoint around,B074TCR388,B074TCR388
1.0,Bad yellowing,look pretty protect yellow terribly like bad,B07GNW91GS,B07GNW91GS
1.0,Welcome sing,expensive cardboard sing almost dollar think much money cardboard picture,B015QK6IVS,B015QK6IVS
1.0,It's bent,try hour try get hole nose sore,B09NNT6L4P,B0B6SXFGS7
1.0,Correct order,garbage try retire never hear,B01FSXCHUY,B01FSXCHUY
1.0,Not good quality,like size look something shine look like plastic wrap sorry truly look price cheap,B01AMSQBSE,B096YQSJPH
1.0,Just a picture,still kick spend stupid photo print read description carefully think order sign suitable hang,B08Q4KKY85,B08Q4KKY85
1.0,One Star,even though picture show framed print product frame complete rip,B01AVKKG8Y,B0BSLW75F4
1.0,Cheap,disappoint craftmanship advertise handmade seem handmade mass produce plastic set would recommend buy seller,B07C2JFBSW,B07C2JFBSW
1.0,I've never had a necklace even fake ones that irritate the skin so much like this did,product awesom make neck itch never necklace even fake one irritate skin much like,B015GT60BM,B015GT60BM
